x,y,z
-23.470657318057256,0.5784208440075638,3.6384822491980113
-8.60464407996269,-37.95755743350022,45.103068825180344
52.440458901210555,27.001433034450343,6.721913460288606
21.58932017557588,-55.9821401879834,-22.87678329465176
-10.411859799617426,45.02525307207355,40.91196247632625
-24.142453826211487,-69.56870571913925,-7.752782975629918
38.273203502854535,-26.509822496951298,41.661300114396184
-34.05049043147373,-44.680519357450024,58.893084780732295
36.668273613765706,-5.254648890251449,-40.57833961948057
30.539541274876363,-54.92929899951713,55.374188100338195
-56.9963574697633,-22.485835908284066,38.22168864113336
61.97193512418948,-36.93921685945372,-8.557061126991231
2.894674409844313,2.7733791380830297,1.0402928127734103
-23.387727044585095,37.4956611957161,-15.474391829717279
-13.718733477541464,-90.70421771726168,21.448074836215987
32.22619235847861,-88.69472827211183,0.34379900576479905
-5.826554379730061,15.063400848760779,45.13194538936592
-59.72505512584645,-41.88482998057958,-2.454667395333116
-41.11019813031238,4.655074020866344,31.18489685264541
5.831499865847871,-86.36946632720452,3.1990432103797826
48.42843155614134,-30.279328165307298,-0.28836693596478824
-4.068456504588081,36.543568443913536,13.887294641728198
2.5099234585845296,-48.21823471775065,20.707977331233035
-38.29709739696588,50.91993839230292,12.034315085078783
36.11724043137903,45.31199712827451,20.104903277924926
-3.036081332607524,-3.9406497828952194,53.445392776545816
54.42347108189151,8.633698150671766,32.155549283458505
-32.95568796038932,18.728701960620803,7.324960684931305
49.896752007853614,-57.19432031745004,22.205013287477712
41.029523754756084,4.267355692831195,6.095997515261505
39.638065609008486,-64.67880739122009,-18.176409516210427
-26.943367796931405,-4.558954721874992,49.762046739366426
22.1509566539038,33.27920491417865,47.32859249478165
-8.273581298379359,-74.68924983694782,38.75448873819041
-41.62739632428666,-19.504550023166804,8.815311774100966
10.29301652631077,57.897012555248004,-5.437258918784275
41.32971588769121,14.246444285353782,-33.545339723090635
1.1274303347935404,-31.14359024586374,-5.855745484491825
-26.244653949525933,-17.77215417577091,-19.868776163949995
11.452284756321225,63.380733191108284,17.10057915806685
-47.44518210510153,-67.57037107409752,22.732214360525994
-25.010695993542456,-0.3670117842817575,-24.836954109825612
-40.14385790821188,-60.56290707730929,-33.690088965885785
57.52157942197142,-44.707078884897754,30.34650913668601
-21.839040869448983,-16.43320161382358,16.04437703941732
-48.259436521130624,-33.308915794601766,50.504826598844204
-56.62600130921435,-9.385392241391827,-20.250693724743087
45.90072431248415,-69.07394821184087,32.56643778429833
2.1594950894601452,-23.33599090195446,64.84280372798993
29.552417588666035,-3.8362809501909396,49.78341014316532
60.16615861518599,-18.60599072396524,1.5423291067689178
39.17789014695192,-58.998404645152384,-34.78641241417728
-22.847441224567653,-89.4601567162556,-10.777107739893259
25.07329425422537,23.15353719807267,31.597811139018425
37.51612966365247,-43.622748732812866,42.74654660284273
-54.888506133047755,-54.17625437831069,30.018790893623745
-9.437559094498642,-6.105076713298352,66.89859499251428
10.4009871226544,-15.409894994705537,8.05619410189124
-46.937291653415976,-71.55230958402723,3.238459668505623
33.79438269453106,16.79607065126997,-15.281826291927787
-39.69748362650651,10.702530032858565,-2.705911230732857
4.949612707179339,15.098361132272856,30.887774582402265
8.033467443090611,-1.5345790120429612,64.39301874581223
-23.075958178266472,64.53854660508097,6.615956863537475
-37.475914451436864,-57.20066120998801,9.865245809794981
-34.46704951727542,-25.483473344847734,63.507128855222966
-41.547804262538406,36.21221192568031,34.8265742536793
15.33374881563154,-73.32350735839849,-8.895577966782513
-5.030039083388798,55.08673732733883,-10.842381508970158
-11.307618603495083,-77.67683250682421,-33.961112420619834
11.751758675643142,-49.4304564699635,2.6974153403039
8.430426976291171,50.86544510579166,40.368063203876325
21.74811965447068,-27.74872690744281,-3.6324871472026086
-9.638782867514715,-75.72631561736702,7.258066481643528
5.587376579331993,-59.91125671422867,31.902748291104977
-31.78373259716714,18.658898493366962,-16.525964266138786
27.44298861486806,-0.820782768302518,-24.245922510899298
3.2064214533564406,-55.94322517725083,51.284073398653476
-28.17609506548453,-77.17801221423032,30.460692067254328
35.54734788041527,54.33822154019128,-11.144233856926705
60.53386371471538,-26.832293814201677,29.175090141506985
39.15213131404572,-8.336195674231806,-6.937239553275491
24.27756130431044,1.6064464880735976,2.500492064132441
24.024037262652765,-24.21798101134833,64.29410511878135
9.633589710743083,-77.1520733503201,-29.3404781822859
-24.492729552626333,-64.54611003054518,-49.380875787094475
-22.83511770493045,-29.145193524330672,-6.48099208519807
0.638797620403515,-37.18118537542695,-49.29789828739343
52.61547166257051,-8.251429837808114,34.518413890622845
-59.92300119436391,-25.596032064218598,5.0251527842930965
-43.988099963978314,-16.095320998635504,55.28406244333925
-57.108831736838155,-41.647565638220435,17.14022151126335
-46.55138544983872,36.57289539880124,2.889192420202477
-15.307674257943253,2.4329402143962966,16.86849405143368
28.272496558633694,-77.19835399410768,31.40987256807093
-27.0369404168377,-60.06936886231331,55.789034374207276
-9.948888889543957,-92.7327370110813,-1.2988376883154142
39.402088958193715,-14.956477435274259,10.929580737013973
-11.13446711516877,-60.86654028420177,20.149498144086593
13.690042721709789,8.648020190769117,-9.248558251332911
-41.64852003474728,-65.96730848961727,-13.131241642704905
47.308099547426295,-54.85330796169994,45.55020314189426
34.7279503204973,23.387279092179185,-3.3270584512185
9.235467777934135,-15.594154881449429,43.037237527535666
46.86519979588042,0.8056558169517487,48.397478929886276
-54.98405260905958,-55.17030603439396,9.00655001848347
2.0556951834822215,30.89086809215454,39.00704684198154
-14.02111495308607,-53.014989921830384,64.49791441015562
49.400057341144944,-65.52343733684822,5.692475424730597
41.5232887629794,-46.63075546825064,-20.4544360355316
28.792036662944078,11.306999657340441,54.42320850703166
-3.5173738531618146,-0.36063665252971333,34.87335249856269
-43.7780506474863,32.37910449827966,18.404942465132468
77.73366394160833,84.56498032891426,87.12349209955067
-6.4719938335230776,-17.744620554220422,-12.379432669000094
63.809648399238796,48.244206290936,56.85909189433247
-4.159547775504454,57.272871047672076,8.388457013973422
-25.408242937930698,8.343012479635643,57.89189742495399
22.179022334871565,-63.20495266007934,-49.81094970143588
-56.84290744181506,-24.512641021184834,20.409750112747318
-47.597305208313735,-36.06014669125009,3.9173323763268737
-46.71400808557499,-51.50981587404904,48.1825070341132
26.05680036142533,34.684281995520266,-15.316042799729919
24.280430682546385,55.58295845049626,58.4879110768486
-51.6121427400954,5.751028507357979,-14.619759924569733
-38.594083160385125,-53.97373789446571,28.38194670142094
49.74124864073596,22.775196337246157,26.486479788974307
-12.136721273188078,14.19481379567744,4.563510894355883
11.981291980614845,-72.95296967910292,45.40007334345624
-3.7388766071105506,30.517450851097863,54.46856758455026
13.360787755220153,-44.33874428074327,66.68875916567761
54.837538285302585,10.914879648279147,14.309969557585418
40.58608986728097,-20.107983422323727,57.293912527786
-42.71642491022018,11.610580412119404,-32.361773540781435
56.53386350864615,-16.329090775461935,-17.327824194040055
20.667377698456914,-58.290017223845645,17.524463160509697
24.13213125250688,50.947443211765865,27.742903840271225
-23.61933799360879,44.84144227439452,12.632551337719748
-36.58381742595258,52.57876343367244,-6.198414865876524
-10.573626699529646,-19.409577962337185,6.031413101896817
-20.49587047972169,-4.8555732476131315,-14.240856502833532
36.718167207026895,-80.36942223715891,15.930902651863358
-27.13843479048362,-47.36328813604277,-9.014875254261126
29.320464536434137,-20.611097691302117,-19.57520945692218
-7.881948005971828,-19.931889622547647,44.27817219837182
-12.766629499256373,-48.266967653138764,-21.20918802131341
-40.896488529336644,-31.009076614900692,19.263129689183344
5.989515684109159,-83.26746480869863,26.125088128043846
-15.009409152119128,-32.50833989240252,66.80488681138985
58.73785884760798,-11.831272375607167,17.00283976900656
55.225331709159725,-21.04672433612897,46.082470991782095
46.06178155525886,34.93473087778838,20.18697888371604
41.93343247184179,7.443387775967867,28.654242516685237
46.7619932018033,33.81983932531442,-9.994069279141486
-1.3154073733501475,24.890996776876683,-11.833512196051524
-38.672470713531574,-8.113094354555548,-36.06046604041658
23.059000110238756,-30.914836473575704,14.454219385797185
-31.75085178650188,24.118085665196986,-2.5421935787217382
-45.02258816073354,-1.199278423996276,49.940864636898425
-26.61233732122435,-43.17061347489989,-40.74521341889923
29.315732615762936,-56.487260622832224,-5.886573140127725
28.55374136194571,-75.8808414604636,-32.503917387504174
-32.16836828447461,-34.65870226120916,-19.179859525306327
-38.83365547992428,-82.20514564242677,-6.607006195197856
-11.87145134235135,-68.19655904515875,54.64790777663432
18.28361691035132,-4.34638350029957,18.940711116596027
2.0943755969842157,-57.393716516877454,-37.81022399743107
-4.313757036538823,9.646095066256446,58.53706064188798
-56.79074434148708,-26.928651675820085,-13.053549990438471
34.97675224678017,20.79628346696122,7.431318168185486
30.360985672319508,58.83563286707177,7.084169572584534
10.270595983336861,16.12983185719017,60.90412371965808
-39.620290522800275,15.839916283048467,45.775180677960314
-38.76042862980514,-39.48426627570202,41.966853383666404
-10.225518403163495,-54.992515045053786,3.4918227571949405
32.178293576054884,-80.78378020132459,-12.940083732598174
-29.229938688135668,26.626246778343244,30.893708888940303
12.056960012064646,9.72698466714537,11.434305095569554
-56.75602801528338,-37.81732655207138,34.100599203566254
10.097226662415583,-15.256580799411573,-6.830224511577738
45.41291586399985,-30.136677458703595,18.84354810379407
17.211724284190776,-63.88031272717711,59.034086672437525
42.34195263482874,21.09106847400424,43.51051064356007
-57.267378186523956,-11.45502762799129,-1.242006523482198
-51.9222784277701,21.887050476032037,11.031823756889594
51.26106538841933,-57.14283289945685,-9.620200061329184
17.8999973088952,-91.6071345804506,-5.969344485869518
8.784711135591856,31.244438762013573,23.45948374616274
3.3385894856416134,-58.05538962101699,-16.64652457554883
-45.07081223590328,-12.517064575386097,37.24025042485758
-43.39654703155217,34.904936274247774,-12.616068930601829
-28.276718119329534,-7.965427566944763,62.52715001755417
-27.325226554033215,-91.5993441790728,5.186621962348227
53.68366033210121,1.9275685920071695,-22.496251368704442
-39.83050536577591,-1.1644153289311525,10.186710224490984
-49.371123486808656,21.71063913877324,29.764207372551716
6.0079836279590655,6.428178035257211,47.660514177555186
25.731426871140986,-41.34004927952775,-34.56492455138126
29.630727685670877,-3.356127588594914,63.48827342328419
2.6874919853758827,50.14733857087521,23.002169914079563
14.367394380598926,18.331821241104727,0.5984397128292809
29.857572613214522,-67.95061622837564,48.06825806424609
-25.97744679081932,-60.38065770139414,-24.40057265698755
28.613388359836282,-39.086477545654894,-12.063527026721522
55.92146155855501,-47.620366767794756,8.760719428902778
-10.337969136554674,58.83339818964311,27.813890742871813
-23.193269019730035,29.337762123291284,47.92026304050924
9.864230616975652,-70.48166197461265,9.476624819533615
-57.22337951569379,-9.37965532420382,18.85505690951043
-33.54425356630248,-82.704415113686,16.384887071958754
-43.29149341065657,-69.01340493613037,38.61647233203919
-52.97295223547578,4.058482824866466,36.21320582998062
0.1799709714695953,-27.276036694306264,28.783742665386526
21.889031101178663,-5.407517710509314,-15.256556437892764
5.946094987556377,19.57411240976331,45.29027896481029
-50.90194652802938,-57.36507450997004,-9.131082619474851
37.171850324435816,-40.465722132018826,59.07189593954658
-7.401247652209848,-7.534167079281961,5.831226143039089
-33.7142777930298,-24.160394633372437,50.100191771283264
48.02731409405455,75.29319103178321,37.64906148723628
38.47778107412072,37.79575425486266,34.08042516850282
-36.60107452108174,-10.234410318057915,-6.209097897551137
-30.08173955248945,48.51230811510235,28.412097105020344
-41.73674261549464,-49.04725070560181,-19.265018862973193
29.741172487403574,-58.27738080578224,38.73650499390282
19.539063708028888,-91.64800948925051,14.718553392426573
-25.69186012045552,-67.60704434444952,43.5378115831364
-48.129402588422316,21.794138505593978,-5.402505700637027
44.896618136777995,-74.91681123126455,-4.513082617723944
62.41273096110847,-32.17563044947354,12.768461083210598
1.0932062981353274,-28.96770766939995,-27.177203000417023
-31.437512700302143,-77.49237001741531,-26.16670270185567
10.406068090035632,42.26355500036827,3.9212121317272626
58.113641478438694,-3.3058298232290255,-2.267648486095533
-15.991038503891593,-37.94515258125046,6.413152251271308
11.19929356080813,-36.472370235101494,42.99966258015176
44.01615220319232,45.34513612388362,4.411828302036113
-5.40803976603988,83.41373405616048,-21.955628867939915
-42.18309408449172,15.49904773046714,23.29617133056771
51.29871655950108,-37.87334040082848,47.92043798298886
-53.256758734706374,7.008542613073104,4.770579730667157
-5.542022017186898,42.00083474472217,-3.1593649077274417
-7.122728838356961,-49.95922016515434,33.469095315444086
-13.348909032309528,9.23636138258189,-7.5553400127533425
-7.0018442132107195,-76.6739010593035,-14.013619024194506
49.35598572549179,15.199687729488495,-5.214651608918695
-7.106204228774227,25.558104501760482,28.345234935980308
3.441271136718455,41.553107869525796,-18.337357223712402
-31.01472654674835,-52.86439941736411,44.476588150825926
-53.591417320919156,8.048915336168868,21.467946375161567
